Date,SKU,Vintage,Item Name,List Price,Quantity On Hand,Allocation
10/9/2024 5:23 PM,1778714,2015,"Dailuaine 9 Year Old ""Adelphi"" Single First Fill Oloroso Sherry Hogshead #300966 Cask Strength Single Malt Scotch Whisky (700ml)",$109.99,26,
10/9/2024 5:23 PM,1785560,2005,"Strathclyde 18 Year ""Single Cask Nation"" American Oak STR Barrique No. 152673 Single Barrel Cask Strength Lowland Single Grain Scotch Whisky (750ml)",$139.99,30,
10/9/2024 5:23 PM,1785555,2007,"Craigellachie 16 Year ""Single Cask Nation"" 1st Fill Spanish Oak Oloroso Sherry Hogshead No. 173219 Single Barrel Cask Strength Speyside Single Malt Scotch Whisky (750ml)",$159.99,> 48,
10/9/2024 5:23 PM,1785561,2012,"Glen Scotia 12 Year Old ""Single Cask Nation"" New Charred Barrel No. 160926 Single Barrel Cask Strength Campbeltown Single Malt Scotch Whisky (750ml)",$119.99,9,
10/9/2024 5:23 PM,1778713,2011,"Glen Garioch 12 Year ""Adelphi"" Single First Fill Bourbon Barrel #2369 Cask Strength Single Malt Scotch Whisky (700ml)",$109.99,12,
10/9/2024 5:23 PM,1704007,2015,"Moët & Chandon ""Grand Vintage"" Extra Brut Champagne",$109.99,7,
10/9/2024 5:23 PM,1785558,2012,"Balmenach 11 Year ""Single Cask Nation"" 1st Fill Heavy Toast Medium Char No. 180251 Single Barrel Cask Strength Speyside Single Malt Scotch Whisky (750ml)",$109.99,30,
10/9/2024 5:23 PM,1785557,2011,"Linkwood 12 Year ""Single Cask Nation"" 1st Fill Bourbon No. 172428 Single Barrel Cask Strength Speyside Single Malt Scotch Whisky (750ml)",$109.99,27,
10/9/2024 5:08 PM,1787172,2022,Giuseppe Rinaldi Barbera d'Alba (Pre-Arrival),$69.99,12,
10/9/2024 4:53 PM,1023471,,Eagle Rare 10 Year Old Kentucky Straight Bourbon Whiskey (750ml),$49.99,Sold Out,1
10/9/2024 4:53 PM,1311252,,"Blanton's ""Straight from the Barrel"" Single Barrel Bourbon (750ml)",$200.00,Sold Out,6
10/9/2024 4:38 PM,1781399,2021,"Robert Craig ""Estate - Amentet Vineyard"" Mount Veeder Cabernet Sauvignon",$119.95,6,
10/9/2024 4:38 PM,1735813,2014,"Colgin ""IX Estate - Historic Collection"" Napa Valley Bordeaux Blend 1-Pack in OWC (Special Order)",$699.00,Sp O,
10/9/2024 4:38 PM,1786679,,"5 Sentidos Wild Jabali-Tobala (Reynaldo Alejandro) ""Chambers & Chambers Exclusive"" Santa Catarina Albarradas Uncertified Oaxacan Mezcal (750ml)",$134.99,12,
10/9/2024 4:38 PM,1692643,,"5 Sentidos Puntas De Espadin ""Tio Tello"" (Tio Pedro Hernandez Arrellanes) Santa Catarina Minas Uncertified Oaxacan Mezcal (750ml)",$109.99,Sold Out,
10/9/2024 4:23 PM,1786680,,"Blue Run ""K&L Exclusive"" Cask Strength Single Barrel Kentucky Straight Bourbon Whiskey (750ml)",$139.99,> 12,
10/9/2024 4:23 PM,1786902,2022,Vietti ''Tre Vigne'' Barbera d'Alba,$29.99,12,
10/9/2024 4:23 PM,1787164,2022,"Johann Michel ""Cuvée Jana"" Cornas (Special Order) (Pre-Arrival)",$69.99,Sp O,
10/9/2024 4:08 PM,1784782,2022,"Williams Selyem ""Westside Road Neighbors"" Russian River Valley Pinot Noir",$119.99,6,
10/9/2024 4:08 PM,1784783,2023,Williams Selyem Russian River Valley Vin Gris of Pinot Noir,$39.99,6,
10/9/2024 3:07 PM,1433743,2016,"Antinori ""Tignanello"" Toscana (Pre-Arrival)",$224.99,> 36,
10/9/2024 3:07 PM,1785567,,"Darroze 50th Anniversary ""Unique Assemblage Des Grandes Années"" Cask Strength Bas-Armagnac (750ml)",$159.99,16,
10/9/2024 2:22 PM,1786643,2021,Chris Hamilton Napa Valley Proprietary Red,$29.95,59,
10/9/2024 2:22 PM,1786641,2021,"Chris Hamilton ""Wülf - Pelissa Vineyard"" Oakville Cabernet Sauvignon",$79.95,60,
10/9/2024 2:22 PM,1786642,2021,Chris Hamilton Yountville Napa Valley Merlot,$39.95,60,
10/9/2024 2:22 PM,1786644,2023,Chris Hamilton Napa Valley Sauvignon Blanc,$24.95,60,
10/9/2024 1:37 PM,1783939,2020,"Antinori Bocca Di Lupo ""Arso"" Cabernet Franc Puglia",$224.99,3,
10/9/2024 9:06 AM,1715898,,"Rare Character 9 Year ""Exceptional Cask Series"" Single Barrel E-KB-13 Cask Strength Kentucky Straight Bourbon Whiskey (750ml)",$230.00,Sold Out,2
10/9/2024 9:06 AM,1679504,,"Russell's Reserve ""K&L Exclusive - The Closer"" (Warehouse TYR Q, Floor 4) Single Barrel #23-0341 Kentucky Bourbon (750ml)",$69.99,Sold Out,1
10/9/2024 9:06 AM,1679496,,"Russell's Reserve ""K&L Exclusive - Adrenaline Junkie"" (Warehouse TY-K, Floor 4) Single Barrel #23-0212 Kentucky Bourbon (750ml)",$69.99,Sold Out,1
10/9/2024 5:05 AM,1056648,2009,"Saint-Pierre, St-Julien (Pre-Arrival)",$124.99,9,
10/9/2024 5:05 AM,1320022,2015,"d'Yquem, Sauternes (375ml) (Pre-Arrival)",$224.99,Sold Out,
10/9/2024 1:50 AM,1763913,2017,"Tyrrell's ""Vat 1"" Semillon Hunter Valley New South Wales",$69.99,Sold Out,
10/9/2024 12:04 AM,1783563,1986,"Lafite Rothschild, Pauillac (Pre-Arrival)","$1,275.00",1,
10/8/2024 11:49 PM,1627269,2016,Domaine Bertagna Clos Vougeot Grand Cru 6-Pack (Special Order) (Pre-Arrival),"$1,595.00",Sp O,
10/8/2024 11:49 PM,1712592,2018,Casanova di Neri Brunello di Montalcino 6-Pack (Special Order) (Pre-Arrival),$450.00,Sp O,
10/8/2024 11:49 PM,1554213,2015,"Pichon-Lalande, Pauillac 12-Pack in OWC (Special Order) (Pre-Arrival)","$2,850.00",Sp O,
10/8/2024 11:49 PM,1712597,2018,"Casanova di Neri ""Tenuta Nuova"" Brunello di Montalcino 6-Pack (Special Order) (Pre-Arrival)",$750.00,Sp O,
10/8/2024 11:49 PM,1725492,2020,"René Rostaing ""La Landonne"" Côte-Rôtie 6-Pack (Special Order) (Pre-Arrival)",$895.00,Sp O,
10/8/2024 11:49 PM,1724966,2017,"Casanova di Neri ""Tenuta Nuova"" Brunello di Montalcino 6-Pack (Special Order) (Pre-Arrival)",$650.00,Sp O,
10/8/2024 11:49 PM,1676141,2019,"Arômes de Pavie, St-Emilion 6-Pack in OWC (Special Order) (Pre-Arrival)",$625.00,Sp O,
10/8/2024 11:49 PM,1452005,2015,"Delas Freres ""La Landonne"" Côte-Rôtie 6-Pack in OWC (Special Order) (Pre-Arrival)","$1,450.00",Sp O,
10/8/2024 11:49 PM,1677374,2018,"Arômes de Pavie, St-Emilion 6-Pack in OWC (Special Order) (Pre-Arrival)",$695.00,Sp O,
10/8/2024 11:49 PM,1440056,2013,"Poggio Scalette ""Il Carbonaione"" Alta Valle della Greve 6-Pack (Special Order) (Pre-Arrival)",$325.00,Sp O,
10/8/2024 11:49 PM,1528503,2009,"Ducru-Beaucaillou, St-Julien 6-Pack in OWC (Pre-Arrival)","$2,195.00",Sold Out,
10/8/2024 11:49 PM,1754534,2020,Domaine Bonneau du Martray Corton-Charlemagne Grand Cru 6-Pack (Special Order) (Pre-Arrival),"$3,125.00",Sp O,
10/8/2024 11:49 PM,1576025,2016,"Chateau Hosanna, Pomerol 6-Pack in OWC (Special Order) (Pre-Arrival)",$995.00,Sp O,
10/8/2024 11:49 PM,1725493,2020,"Rene Rostaing ""Côte Brune"" Côte-Rôtie 6-Pack (Special Order) (Pre-Arrival)","$1,950.00",Sp O,
10/8/2024 11:49 PM,1528326,2010,"Lafite-Rothschild, Pauillac 6-Pack in OWC (Pre-Arrival)","$5,450.00",Sold Out,
10/8/2024 11:49 PM,1556420,2014,"Delas Frères ""Les Bessards"" Hermitage 6-Pack (Special Order) (Pre-Arrival)",$875.00,Sp O,
10/8/2024 11:49 PM,1740031,2020,Domaine Prieuré Roch Clos de Vougeot Grand Cru 6-Pack (Special Order) (Pre-Arrival),"$4,175.00",Sp O,
10/8/2024 11:49 PM,1539721,2009,"Branaire-Ducru, St-Julien 12-Pack in OWC (Pre-Arrival)","$1,195.00",Sold Out,
10/8/2024 11:19 PM,1771198,2013,Castellucci Spring Mountain Cabernet Sauvignon (Elsewhere $200),Hidden,Sold Out,
10/8/2024 10:19 PM,1695118,2022,Ken Wright Willamette Valley Pinot Noir,$24.95,6,
10/8/2024 10:04 PM,1786912,2023,"Alain Corcia ""Saint-Antoine"" Chablis Vieilles Vignes",$24.99,Sold Out,
10/8/2024 9:34 PM,1695181,2019,"Rudd ""Crossroads"" Oakville Cabernet Sauvignon (Previously $80)",Hidden,Sold Out,
10/8/2024 9:19 PM,1785180,2021,"Viu Manent ""Gran Reserva"" Cabernet Sauvignon Colchagua Valley",$14.99,> 100,
10/8/2024 9:19 PM,1785181,2022,"Viu Manent ""Noble"" Semillon Colchagua Valley",$15.99,48,
10/8/2024 9:19 PM,1786905,2022,"Tua Rita ""Per Sempre"" Syrah Toscana (Pre-Arrival)",$169.99,30,
10/8/2024 9:19 PM,1786906,2022,"Tua Rita ""Giusto Di Notri"" Toscana IGT (Pre-Arrival)",$74.99,24,
10/8/2024 9:19 PM,1786904,2022,"Tua Rita ""Redigaffi"" Toscana (Pre-Arrival)",$229.99,29,
10/8/2024 9:04 PM,1786630,2018,Smith-Madrone Spring Mountain District Napa Valley Chardonnay,$39.99,Sold Out,
10/8/2024 8:49 PM,1786893,2023,"Ampeleia ""UnLitro"" Toscana IGT (Pre-Arrival)",$17.99,> 60,
10/8/2024 8:49 PM,1786892,2016,"La Stoppa ""Macchiona"" Rosso Emilia IGT (Pre-Arrival, Elsewhere $50)",$38.99,> 48,
10/8/2024 8:49 PM,1786889,2020,"La Stoppa ""Ageno"" Bianco Emilia IGT (Pre-Arrival, Elsewhere $50)",$38.99,47,
10/8/2024 8:49 PM,1786898,2023,"Capichera ""Vign'Angena"" Vermentino di Gallura DOCG Sardegna (Pre-Arrival, Elsewhere $55)",$39.99,24,
10/8/2024 8:49 PM,1786897,2023,"Capichera ""Lintori"" Vermentino di Sardegna (Pre-Arrival)",$23.99,> 60,
10/8/2024 8:49 PM,1786895,2022,"Ampeleia ""Cabernet Franc"" Toscana IGT (Pre-Arrival)",$32.99,36,
10/8/2024 8:49 PM,1786901,2022,"Capichera ""VT"" Vermentino  Isola dei Nuraghi IGT Sardegna (Pre-Arrival, Elsewhere $100)",$69.99,24,
10/8/2024 8:49 PM,1786900,2023,"Capichera ""Capichera"" Vermentino Classico Isola dei Nuraghi IGT Sardegna (Pre-Arrival, Elsewhere $75)",$49.99,48,
10/8/2024 8:49 PM,1786894,2022,"Ampeleia ""Bianco Di Ampeleia"" Toscana IGT (Pre-Arrival)",$23.99,36,
10/8/2024 8:49 PM,1786899,2021,"Capichera ""Santigaini"" Vermentino Isola dei Nuraghi IGT Sardegna (Pre-Arrival)",$159.99,18,
10/8/2024 8:49 PM,1786890,2022,"La Stoppa ""Trebbiolo"" Rosso Emilia IGT (Pre-Arrival)",$22.99,> 48,
10/8/2024 8:49 PM,1786896,2021,"Ampeleia ""Ampeleia"" Toscana IGT (Pre-Arrival)",$39.99,36,
10/8/2024 8:19 PM,1397217,,"Russian River Brewing Co. ""Shadow of a Doubt"" Imperial Porter, California (500ml) *NO SHIPPING/TRANSFERS OUTSIDE BAY AREA*",$5.99,Sold Out,
10/8/2024 8:03 PM,1786145,2021,Elio Ottin Pinot Noir Valle d'Aosta (Elsewhere $35),$22.99,47,
10/8/2024 8:03 PM,1649096,,Hand On Heart California Non-Alcoholic Chardonnay,$14.95,48,
10/8/2024 8:03 PM,1691753,,Hand On Heart California Non-Alcoholic Rosé,$14.95,35,
10/8/2024 8:03 PM,1620580,2019,"Smith & Hook ""Reserve"" Paso Robles Cabernet Sauvignon (Previously $40)",Hidden,54,
10/8/2024 8:03 PM,1342518,,Suze Gentian Liqueur 750ml,$27.99,Sold Out,
10/8/2024 7:48 PM,1785870,2018,E. Guigal Hermitage Rouge,$79.99,12,
10/8/2024 7:48 PM,1785570,,Eden Mill St Andrews Lowland Single Malt Scotch(750ml),$79.99,6,
10/8/2024 7:48 PM,1517571,,"Eden Mill ""Golf"" St Andrews Scottish Gin (700ml)",$34.99,18,
10/8/2024 7:48 PM,1277511,,"Eden Mill ""Love"" St Andrews Scottish Gin (700ml) (cannot ship - in store only)",$34.99,18,
10/8/2024 7:33 PM,1783582,2023,Union Sacré Monterey Skin Fermented Pinot Gris (Orange Wine),$17.95,6,
10/8/2024 7:18 PM,1782189,2020,"Trediberri 'Berri' Barolo (Pre-Arrival, Elsewhere $65)",$49.99,53,
10/8/2024 7:03 PM,1680760,2015,"Louis Roederer ""Cristal"" Brut Champagne (Previously $370)",$299.99,> 24,
10/8/2024 7:03 PM,1117961,,"Darroze Les Grand Assemblages ""30 Year Old"" Bas-Armagnac (750ml)",$139.99,28,
10/8/2024 7:03 PM,1786874,2023,"Cavallotto ""Pinner"" Pinot Nero Vinified White (Pre-Arrival)",$34.99,35,
10/8/2024 7:03 PM,1786869,2020,"Cavallotto ""Bricco Boschis"" Barolo (Pre-Arrival)",$94.99,24,
10/8/2024 7:03 PM,1786870,2022,Cavallotto Langhe Nebbiolo (Pre-Arrival),$39.99,36,
10/8/2024 7:03 PM,1786871,2018,"Cavallotto ""Vignolo"" Barolo Riserva (Pre-Arrival)",$139.99,48,
10/8/2024 7:03 PM,1786872,2018,"Cavallotto ""Vigna San Giuseppe"" Barolo Riserva (Pre-Arrival)",$179.99,48,
10/8/2024 7:03 PM,1742230,,Gilles Brisson VSOP Grande Champagne Cognac (750ml),$39.99,12,
10/8/2024 7:03 PM,1785568,,Toutain Hors D'Age Calvados (750ml),$74.99,12,
10/8/2024 7:03 PM,1632715,1972,"Darroze ""Domaine de Gaube"" Bas Armagnac (750ml)",$379.99,5,
10/8/2024 7:03 PM,1785569,1974,"Darroze ""Domaine de Tucom"" Bas-Armagnac (750ml)",$359.99,5,
10/8/2024 6:18 PM,1786860,2022,"Fabio Gea ""Pinotto"" Dolcetto d'Alba Vino Rosso Piemonte (Pre-Arrival)",$34.99,30,
10/8/2024 6:18 PM,1786855,2022,"Fabio Gea ""Back Grin"" Grignolino Vino Rosso Piemonte (Pre-Arrival)",$46.99,24,
10/8/2024 6:18 PM,1786853,2022,"Gianfranco Fino ""Es"" Primitivo di Manduria (Pre-Arrival)",$79.99,24,
10/8/2024 6:18 PM,1786864,2022,"Fabio Gea ""Onde Gravitazionali"" Barbera Nebbiolo Wild Grapes Vino Rosso Piemonte (Pre-Arrival)",$52.99,11,
10/8/2024 6:18 PM,1786856,2022,"Fabio Gea ""Cul Otte"" Nebbiolo Vino Rosso Piemonte (Pre-Arrival)",$58.99,24,
10/8/2024 6:18 PM,1786857,2022,"Fabio Gea ""DNASS"" Nebbiolo Vino Rosso Piemonte (Pre-Arrival)",$65.99,18,
10/8/2024 6:18 PM,1786863,2022,"Fabio Gea ""Mushroom Panda"" Dolcetto Nebbiolo Vino Rosso Piemonte (Pre-Arrival)",$46.99,23,
10/8/2024 6:18 PM,1786865,2020,"Fabio Gea ""Notu Preparava Decotti de Parietaria al Bue"" Nebbiolo Vino Rosso Piemonte (Pre-Arrival)",$109.99,4,
10/8/2024 6:18 PM,1786858,2022,"Fabio Gea ""Green Palma"" Barbera Vino Rosso Piemonte (Pre-Arrival)",$49.99,24,
10/8/2024 6:18 PM,1786866,2019,"Fabio Gea ""Notu Seguiva Le Gocce d'Acqua"" Barbaresco Piemonte (Pre-Arrival)",$109.99,3,
10/8/2024 6:18 PM,1786861,2021,"Fabio Gea ""Notu E L'Albera"" Nebbiolo Barbera Vino Rosso Piemonte (Pre-Arrival)",$72.99,10,
10/8/2024 6:18 PM,1786859,2021,"Fabio Gea ""Green Palma Superiore"" Barbera Vino Rosso Piemonte (Pre-Arrival)",$64.99,3,
10/8/2024 6:18 PM,1786868,2016,"Fabio Gea ""Notu Andava a Tartufi"" Barbaresco Riserva Piemonte (Pre-Arrival)",$149.99,Sold Out,
10/8/2024 6:18 PM,1786867,,Bols Blue Curacao (Special Order),$16.99,Sp O,
10/8/2024 6:03 PM,1675495,2018,"Ciacci Piccolomini d'Aragona ""Pianrosso"" Brunello di Montalcino 6-Pack (Special Order) (Pre-Arrival)",$425.00,Sp O,
10/8/2024 5:18 PM,1786852,2019,"Bartolo Mascarello Barolo (Pre-Arrival, Elsewhere $375)",$329.99,13,
10/8/2024 5:18 PM,1321129,2015,"Fonseca ""Guimaraens"" Vintage Port",$54.99,6,
10/8/2024 5:18 PM,1777775,2021,Clos Apalta Colchagua Valley (Pre-Arrival),$124.99,4,
10/8/2024 5:18 PM,1631633,2019,"Cobb ""Coastlands Vineyard"" Sonoma Coast Pinot Noir",$89.95,Sold Out,
10/8/2024 4:03 PM,1705813,2017,"Tahbilk ""Museum Release"" Marsanne Nagambie Lakes Victoria",$16.99,Sold Out,
10/8/2024 3:47 PM,1785804,2019,"Château Gigognan ""Clos du Roi"" Châteauneuf-du-Pape",$34.99,> 48,
10/8/2024 3:47 PM,1500714,,"Xavier Vignon ""Arcane Le Fou"" Vin de France",$24.99,> 60,
10/8/2024 3:47 PM,1785815,1991,"Xavier Vignon ""1991"" Châteauneuf-du-Pape",$119.99,> 60,
10/8/2024 3:47 PM,1785805,2020,Château Gigognan Côtes-du-Rhône Villages Signargues,$14.99,> 48,
10/8/2024 3:47 PM,1720643,2020,Domaine Benedetti Châteauneuf-du-Pape,$29.99,> 100,
10/8/2024 3:47 PM,1521585,2000,"Xavier Vignon ""2000"" Châteauneuf-du-Pape",$89.99,> 60,
10/8/2024 3:47 PM,1785803,2022,"Domaine Benedetti ""Statera"" Châteauneuf-du-Pape",$59.99,> 100,
10/8/2024 3:47 PM,1785807,2020,"Château Gigognan ""Bois des Moines"" Côtes-du-Rhône Villages",$19.99,> 48,
10/8/2024 3:47 PM,1785818,1999,"Xavier Vignon ""1999"" Châteauneuf-du-Pape",$89.99,> 60,
10/8/2024 3:47 PM,1785817,1998,"Xavier Vignon ""1998"" Châteauneuf-du-Pape",$109.99,> 60,
10/8/2024 3:47 PM,1785806,2023,Chateau Gigognan Viognier Côtes-du-Rhône Blanc,$19.99,> 48,
10/8/2024 3:47 PM,1785808,2022,"Chateau Gigognan ""Clos du Roi"" Chateauneuf-du-Pape Blanc",$39.99,> 48,
10/8/2024 2:32 PM,1786649,2023,"Grand Scheme ""Estate"" Carneros Chardonnay",$39.95,35,
10/8/2024 2:32 PM,1786648,2023,"Grand Scheme ""Estate"" Carneros Pinot Noir",$54.95,24,
10/8/2024 5:15 AM,1407980,2018,"Larcis Ducasse, St-Emilion (Pre-Arrival)",$89.99,55,
10/8/2024 5:15 AM,1480602,2019,"Beau-Séjour Bécot, St-Émilion (Pre-Arrival)",$59.99,> 60,
10/8/2024 5:15 AM,1299434,2016,"Reserve de la Comtesse de Lalande, Pauillac (Pre-Arrival)",$59.99,> 48,
10/8/2024 5:15 AM,1484693,2019,"Pichon-Lalande, Pauillac (1.5L) (Pre-Arrival)",$399.99,6,
10/8/2024 5:15 AM,1418413,2018,"Domaine de Chevalier Rouge, Pessac-Léognan 6-Pack in OWC (Pre-Arrival)",$495.00,10,
10/8/2024 12:30 AM,1352620,2013,Il Marroneto Brunello di Montalcino (Pre-Arrival),$119.99,6,
10/8/2024 12:30 AM,1782190,2020,Trediberri 'Rocche dell Annunziata' Barolo (Pre-Arrival),$99.99,16,
10/8/2024 12:30 AM,1786676,2013,"Il Marroneto Brunello di Montalcino (1.5L) (Pre-Arrival, Elsewhere $300)",$269.90,1,
10/8/2024 12:15 AM,1786675,2018,Giulia Negri Barbera d'Alba (Pre-Arrival),$36.99,18,
10/8/2024 12:15 AM,1786674,2016,"Passopisciaro ""Contrada S"" Sciaranuova Sicilia Rosso (Pre-Arrival)",$69.99,12,
10/8/2024 12:15 AM,1786673,2016,"Passopisciaro ""Contrada G"" Guardiola  Sicilia Rosso (Pre-Arrival)",$69.99,6,
10/8/2024 12:15 AM,1469357,2015,"Produttori del Barbaresco ""Ovello"" Barbaresco Riserva (Pre-Arrival)",$89.99,10,
10/8/2024 12:15 AM,1479821,2016,"Castello di Ama ""L'Apparita"" Toscana (Pre-Arrival)",$279.99,Sold Out,
10/7/2024 11:59 PM,1786672,2016,"Passopisciaro ""Contrada C"" (Chiappe Macine) Sicilia Rosso (Pre-Arrival)",$69.99,12,
10/7/2024 11:59 PM,1786671,2009,"Gravner ""Bianco Sivi"" Bianco Friuli-Venezia Giulia (Pre-Arrival)",$209.99,3,
10/7/2024 11:29 PM,1786668,2022,Emidio Pepe Montepulciano d'Abruzzo (Pre-Arrival),$99.99,9,
10/7/2024 11:29 PM,1632187,2018,"Littorai ""B.A. Thieriot Vineyard"" Sonoma Coast Pinot Noir",$99.99,Sold Out,
10/7/2024 11:29 PM,1577384,2020,"Littorai ""Les Larmes"" Anderson Valley Pinot Noir",$69.99,Sold Out,
10/7/2024 11:29 PM,1517338,2012,"Trimbach ""Cuvée Frédéric Émile"" Riesling Alsace",$69.99,1,
10/7/2024 11:29 PM,1720905,2020,"Thierry Germain (des Roches Neuves) ""La Marginale"" Saumur-Champigny Rouge",$39.99,2,
10/7/2024 11:29 PM,1438970,2012,"Navarro ""Deep End Blend"" Anderson Valley Pinot Noir",$39.99,1,
10/7/2024 11:14 PM,1786667,2021,Emidio Pepe Trebbiano d'Abruzzo (Pre-Arrival),$89.99,12,
10/7/2024 11:14 PM,1786664,2018,Giuseppe Rinaldi Langhe Freisa (Pre-Arrival),$62.99,24,
10/7/2024 11:14 PM,1786665,2016,"Brezza ""Castellero"" Barolo (Pre-Arrival)",$54.99,18,
10/7/2024 10:29 PM,1768401,2017,"San Guido ""Sassicaia"" Bolgheri (1.5L) (Pre-Arrival)",$699.99,1,
10/7/2024 10:14 PM,1759268,2013,"Domaine de Font-Sane ""Tradition"" Gigondas (Previously $25)",$14.99,2,
10/7/2024 10:14 PM,1034373,2000,"Louis Roederer ""Cristal"" Brut Rosé Champagne",$649.99,1,
10/7/2024 10:14 PM,1750659,2023,Château Pradeaux Bandol Rosé (1.5L),$59.99,1,
10/7/2024 9:44 PM,1786658,2021,"Shafer ""Hillside Select"" Stags Leap District Cabernet Sauvignon (Special Order)",$395.00,Sp O,
10/7/2024 9:29 PM,1786657,2021,"Cliff Lede ""Poetry"" Stags Leap District Cabernet Sauvignon (Special Order)",$374.95,Sp O,
10/7/2024 7:13 PM,1786646,,Brook Hill 15 Year Old Kentucky Straight Bourbon Whiskey (750ml),$599.99,Sold Out,1
10/7/2024 5:28 PM,1563274,2013,"Altesino ""Montosoli"" Brunello di Montalcino",$124.99,Sold Out,
10/7/2024 5:28 PM,1150425,2009,"Araujo ""Eisele Vineyard"" Napa Valley Syrah",$139.99,Sold Out,
10/7/2024 5:13 PM,1487388,2018,Domaine Bouchard Père et Fils Corton-Charlemagne Grand Cru (Pre-Arrival),$199.99,30,
10/7/2024 5:13 PM,1192941,2011,"E. Guigal ""La Landonne"" Côte-Rôtie (Pre-Arrival)",$299.99,3,
10/7/2024 5:13 PM,1192943,2011,"E. Guigal ""La Turque"" Côte-Rôtie (Pre-Arrival)",$299.99,3,
10/7/2024 5:13 PM,1192942,2011,"E. Guigal ""La Mouline"" Côte-Rôtie (Pre-Arrival)",$299.99,2,
10/7/2024 4:43 PM,1759499,2022,"Domaine Changarnier Monthelie 1er Cru ""Le Meix Bataille"" (Pre-Arrival)",$49.99,78,
10/7/2024 3:43 PM,1786628,2020,"Les Carmes Haut-Brion, Pessac-Léognan (1.5L) (Special Order) (Pre-Arrival)",$249.99,Sp O,
10/7/2024 3:43 PM,1786629,2020,"Les Carmes Haut-Brion, Pessac-Léognan (1.5L) 6-Pack in OWC (Special Order) (Pre-Arrival)","$1,450.00",Sp O,
10/7/2024 2:57 PM,1484186,2019,"Margaux, Margaux 6-Pack in OWC (Special Order) (Pre-Arrival)","$3,725.00",Sp O,
10/7/2024 2:57 PM,1480741,2019,"Margaux, Margaux (Special Order) (Pre-Arrival, Elsewhere $800)",$624.99,Sp O,
10/7/2024 2:57 PM,1480752,2019,"Mouton Rothschild, Pauillac (Special Order) (Pre-Arrival)",$574.99,Sp O,
10/7/2024 2:57 PM,1482809,2019,"Mouton Rothschild, Pauillac 6-Pack in OWC (Special Order) (Pre-Arrival)","$3,395.00",Sp O,
10/7/2024 9:11 AM,1725761,,San Matias Gran Reserva K&L Exclusive Single Barrel #125 Extra Añejo Tequila (750ml),$49.99,Sold Out,
10/7/2024 9:11 AM,1740082,,"Russell's Reserve ""K&L Exclusive - Lively Shively"" (Warehouse TY-K, Level 4) Single Barrel #23-0163 Kentucky Straight Bourbon (750ml)",$74.99,Sold Out,1
10/7/2024 9:11 AM,1726740,,"Chinaco ""50 Aniversario"" Limited Edition Añejo Tequila 750ml",$450.00,1,
10/7/2024 9:11 AM,1500616,2018,Ancient Peaks Paso Robles Zinfandel,$16.95,Sold Out,
10/7/2024 9:11 AM,1721867,,Cadenhead's Enigma 15 Year Old Campbeltown Blended Malt Scotch Whisky (700ml),$99.99,Sold Out,
10/7/2024 9:11 AM,1576421,,"Prohibition Craft Spirits ""NULU Toasted Barrel"" Small Batch #CA1 Indiana Straight Bourbon Whiskey (750ml) (Previously $80)",Hidden,Sold Out,
10/7/2024 9:11 AM,1663994,2021,"Ordaz Family Wines ""Nichols Vineyard"" Sonoma Valley Chardonnay (Previously $30)",Hidden,3,
10/6/2024 6:38 PM,1740084,,"Russell's Reserve ""K&L Exclusive - Whisky Row"" (Warehouse TY-K, Level 4) Single Barrel #23-0046 Kentucky Straight Bourbon (750ml)",$74.99,Sold Out,
10/6/2024 6:38 PM,1718870,2023,"Yellowstone ""Limited 2023 Edition"" Tokaji Cask Finished Kentucky Straight Bourbon Whiskey (750ml)",$129.99,Sold Out,
10/6/2024 6:08 PM,1182722,,"Boulard-Bauquaire ""Trepail"" Brut Blanc de Blancs Champagne Vieilles Vignes",$39.99,1,
10/6/2024 4:53 PM,1060009,2002,"Moet & Chandon ""Cuvée Dom Pérignon - Andy Warhol Tribute"" Brut Champagne",$459.99,1,
10/6/2024 4:53 PM,1751632,2021,"Familia Nin-Ortiz ""Nit de Nin Mas D'en Caçador"" Priorat",$149.99,12,
10/6/2024 4:53 PM,1751634,2021,"Familia Nin-Ortiz ""Nit de Nin Coma D´En Romeu"" Priorat",$149.99,10,
10/6/2024 4:38 PM,1760341,2018,"Recaredo ""Terrers"" Brut Nature Corpinnat",$34.99,10,
10/6/2024 4:38 PM,1785176,2017,Finca Adalgisa Malbec Lujan de Cuyo,$49.99,12,
10/6/2024 4:38 PM,1785174,2021,"Per Se ""Volare del Camino"" Malbec Gualtallary",$159.99,6,
10/6/2024 4:23 PM,1778406,2023,ColleStefano Verdicchio di Matelica,$23.99,10,
10/6/2024 9:06 AM,1178086,,"Michel Couvreur ""Peaty Overaged"" K&L Exclusive Malt Whisky (750ml)",$57.99,Sold Out,
10/6/2024 9:06 AM,1644399,2021,"Walt ""Blue Jay"" Anderson Valley Pinot Noir",$39.95,Sold Out,
6/15/2024 12:08 AM,1659632,2005,"Latour, Pauillac 12-Pack in OWC (Pre-Arrival)","$10,995.00",Sold Out,
